date,baseline,trend,seasonality,contribution_tv,contribution_search,contribution_social,contribution_display,noise
2024-08-05,200000.0,9029.126213592233,-11361.294934623114,7141.717079836709,31668.66399755517,18706.8207993741,9327.973967633567,2199.192876631336
2024-08-12,200000.0,9320.388349514564,-9294.46344087537,3057.164161457881,32845.06957321814,18658.21932070736,9480.118848612507,-1717.4968126351014
2024-08-19,200000.0,9611.650485436894,-7092.097740850709,25084.36561884515,31986.387319207493,20310.851500137585,10590.954422871004,2723.798394352547
2024-08-26,200000.0,9902.912621359223,-4786.31328575115,38764.01253635958,30815.374562632827,21647.411412183763,9713.169788282245,-1852.03763506643
2024-09-02,200000.0,10194.174757281553,-2410.7336051064576,45750.071644143536,30817.7382666283,20904.70025728346,9135.515404815935,5613.283274953661
2024-09-09,200000.0,10485.436893203883,-3.216245299353273e-12,48258.34454749879,33887.69725405367,19549.234731721346,9848.658286937789,-10988.431713415484
2024-09-16,200000.0,10776.699029126214,2410.7336051064603,50865.868629268734,33987.32574965723,18625.923265840058,4508.157282376476,-2013.6475613751682
2024-09-23,200000.0,11067.961165048544,4786.313285751161,38306.35032337631,33311.698713252576,19177.122481825267,6580.380453959807,-11944.876423213631
2024-09-30,200000.0,11359.223300970874,7092.0977408507115,26072.70017857202,31672.93470275631,19166.749394940714,2564.1772532538066,-8970.36257134442
2024-10-07,200000.0,11650.485436893205,9294.463440875372,16225.582820209205,33979.93100680406,21211.809399220292,7667.681742289864,8183.1761537080165
2024-10-14,200000.0,11941.747572815533,11361.294934623116,8014.88062228013,33574.987010888704,20219.445557153304,7864.223428559586,5371.1108736796305
2024-10-21,200000.0,12233.009708737864,13262.453164815906,3345.4084599951866,33326.84633594425,21290.4049001369,8511.918333780153,-4316.880903410318
2024-10-28,200000.0,12524.271844660194,14970.214963422022,1089.7398457838865,32362.38497439245,22435.415402228635,8688.46569997004,-9015.022730457247
2024-11-04,200000.0,12815.533980582524,16459.677317873127,17005.21716579562,31593.044693725304,22640.340418647538,8582.789160116265,-17787.17273674038
2024-11-11,200000.0,13106.796116504855,17709.120513064197,30403.03979365065,30808.93086438607,21577.3349325857,8761.654274706954,-3260.9764948984375
2024-11-18,200000.0,13398.058252427185,18700.324853708298,40460.38283849492,33694.564130325845,23272.068018043792,3790.7050532130324,14522.486853786977
2024-11-25,200000.0,13689.320388349515,19418.83634852104,28000.80931885478,32425.999104843617,23747.27431054627,1311.1706595283695,2609.309869356337
2024-12-02,200000.0,13980.582524271844,19854.17748196108,17664.010986283247,31326.24876341131,24119.154401250886,411.54357480434896,-3357.4377319826744
2024-12-09,200000.0,14271.844660194174,20000.0,10381.323126172801,31617.98833002301,22427.851108500032,9466.089892218455,2790.482882891549
2024-12-16,200000.0,14563.106796116504,19854.17748196108,5820.835839005921,32659.915450939276,21767.085655905274,9404.349910440935,-9365.751134369057
2024-12-23,200000.0,14854.368932038835,19418.83634852104,3172.464632311085,31250.515709879444,24342.59721183068,8815.168692701607,-1783.9415272827027
2024-12-30,200000.0,15145.631067961165,18700.324853708298,1109.7635076190218,33579.24678939493,23734.998678369266,9411.115655450505,596.8694474968361
2025-01-06,200000.0,15436.893203883496,17709.120513064197,19064.177914363427,33466.89180284145,23263.388000963158,4209.640121058066,-516.6015561737586
2025-01-13,200000.0,15728.155339805826,16459.677317873127,31340.87126669523,33324.538021597495,23815.71317864697,8926.76316056009,4744.841714821232
2025-01-20,200000.0,16019.417475728156,14970.214963422022,39391.63832588411,32298.98455685729,24696.86872569791,10308.51864211817,2067.8673102923785
2025-01-27,200000.0,16310.679611650485,13262.453164815906,27036.1395732226,32893.38521252687,26001.067809079417,9846.468919390143,4009.955709314614
2025-02-03,200000.0,16601.941747572815,11361.294934623116,16939.449027528033,32800.045392159205,24592.145768148446,10023.215534493596,-4130.232404525275
2025-02-10,200000.0,16893.203883495145,9294.463440875372,9908.008911224888,33020.233596376114,26088.92145115535,8876.072922695279,5386.895794177835
2025-02-17,200000.0,17184.466019417476,7092.0977408507115,5538.904590913475,30919.755274776886,23927.766030608458,3862.4254947368186,9773.62484869617
2025-02-24,200000.0,17475.728155339806,4786.313285751161,3013.5955936708424,31998.08119301567,24917.411360688424,6792.613357307323,-5820.892945773201
2025-03-03,200000.0,17766.990291262136,2410.7336051064603,989.2575937785059,30625.887811073324,25638.484805767544,9512.670720240523,-5326.174827228533
2025-03-10,200000.0,18058.252427184467,-3.216245299353273e-12,199.3223866632575,32262.128144708695,24269.84250589595,10607.596776789023,8014.707758758566
2025-03-17,200000.0,18349.514563106797,-2410.7336051064576,16164.891162837,31804.011464798747,23896.0170623267,8485.971126139148,-1148.0617741019232
2025-03-24,200000.0,18640.776699029127,-4786.31328575115,30390.293685071112,31027.83344996148,24842.88646471246,9600.482845379487,8422.930141597462
2025-03-31,200000.0,18932.038834951458,-7092.097740850709,40751.13676755329,30779.027117189635,27004.269462523636,7892.273913664245,-2655.2183550315676
2025-04-07,200000.0,19223.300970873788,-9294.46344087537,46065.51217516474,32615.039345698304,26802.42724569603,9836.21175585044,8730.27194759209
2025-04-14,200000.0,19514.563106796115,-11361.294934623114,33335.0845393893,31220.88223740561,27777.024740024346,7941.535976349868,788.914334657893
2025-04-21,200000.0,19805.825242718445,-13262.4531648159,21856.79639205298,33801.02463299586,27880.941725648325,10486.376087420385,1549.3690839799237
2025-04-28,200000.0,20097.087378640776,-14970.214963422024,13211.844948255351,32884.01210714049,27039.559150485868,8454.111515808541,9388.30986309098
2025-05-05,200000.0,20388.349514563106,-16459.677317873127,7542.634022472103,31934.301616656805,27713.779053312624,10648.804484987462,-2170.6213741189567
2025-05-12,200000.0,20679.611650485436,-17709.12051306419,3239.152576484512,32730.851826747738,25663.88703898836,10745.94201403639,-5646.734593678208
2025-05-19,200000.0,20970.873786407767,-18700.324853708295,31641.612592218153,30631.249194631342,25146.72672540471,10183.486129383757,-2691.3835743374657
2025-05-26,200000.0,21262.135922330097,-19418.83634852104,44688.87832393306,33862.43102160065,27447.194340806243,4746.684533090998,2714.002206759993
2025-06-02,200000.0,21553.398058252427,-19854.17748196108,50959.03725316444,32540.500093761537,28233.61581571763,9524.858435289598,-9394.552174224576
2025-06-09,200000.0,21844.660194174758,-20000.0,38406.84079639675,33447.12042077048,26928.817841423595,4286.124044218374,3824.826703016064
2025-06-16,200000.0,22135.922330097088,-19854.17748196108,26161.234835138923,30963.948886889797,27411.24165489884,7150.092384361363,-3232.632609424938
2025-06-23,200000.0,22427.18446601942,-19418.836348521043,16290.780898242452,32265.328544615855,27905.88745053508,9210.74285282382,6886.872136284423
2025-06-30,200000.0,22718.44660194175,-18700.324853708298,9488.085689130183,32403.17161942609,28916.565502602465,7737.237048250837,-14365.56160764303
2025-07-07,200000.0,23009.70873786408,-17709.1205130642,5290.177789174977,33942.062739699795,28645.59494121119,3182.428838014519,-4719.392532900325
2025-07-14,200000.0,23300.97087378641,-16459.67731787313,17808.954518784987,32866.6580063893,28043.494026311888,6483.432933469838,-10118.813040869252
2025-07-21,200000.0,23592.233009708736,-14970.214963422026,26102.245308645062,32401.498575606776,27742.66199770063,8979.883928207071,-4957.3778564462555
2025-07-28,200000.0,23883.495145631066,-13262.453164815905,35629.68051932918,31576.79168734655,27858.622504728402,9583.770435204195,1485.9928725765203
2025-08-04,200000.0,24174.757281553397,-11361.294934623118,41964.957830512765,31741.197024539746,28668.43788874842,9387.865565882292,-1075.3606566135422
2025-08-11,200000.0,24466.019417475727,-9294.463440875383,45938.76236691837,32461.20442370548,29639.81569222954,9526.931114674951,-1520.2695741286734
2025-08-18,200000.0,24757.281553398057,-7092.097740850718,33209.083509418175,32233.226276098547,28938.32438854429,10334.320698536094,-955.1086851443979
2025-08-25,200000.0,25048.543689320388,-4786.313285751155,21753.955952675802,30568.66179791901,28067.61766243126,10651.174530375722,1220.3296530289226
2025-09-01,200000.0,25339.805825242718,-2410.7336051064717,13140.487772184524,33422.92551864507,27728.194015086337,9831.66040967294,-6051.219935725094
2025-09-08,200000.0,25631.06796116505,-3.67394039744206e-12,6574.646704692071,33902.1672293069,29261.26013062735,9913.398170273076,4241.099803935562
2025-09-15,200000.0,25922.33009708738,2410.733605106464,2935.001039194131,31251.268614053875,30066.76368635389,10894.782242616851,3976.0007155874046
2025-09-22,200000.0,26213.59223300971,4786.313285751147,992.5098952164897,32536.317237664513,28381.20729432191,8567.352735691564,2310.227318344696
2025-09-29,200000.0,26504.85436893204,7092.0977408507115,21060.064883447863,30962.192450849318,27539.79366913042,7605.151014212786,3339.195872576849
2025-10-06,200000.0,26796.11650485437,9294.46344087536,33409.61456400188,32929.391265377955,29027.315501364425,7132.559582698489,1778.5091408274602
2025-10-13,200000.0,27087.3786407767,11361.294934623096,41396.87611173257,31689.175069624493,28225.063184174698,9450.045194896338,12210.436864172108
2025-10-20,200000.0,27378.64077669903,13262.453164815906,48511.08407216496,32948.74255947602,30068.063179294637,9174.149924717281,-522.563677167811
2025-10-27,200000.0,27669.90291262136,14970.214963422015,51825.55040074479,33298.59508659793,29328.468558974364,10277.4001547853,-1842.5020771457348
2025-11-03,200000.0,27961.165048543688,16459.677317873127,39349.11455454724,33472.65871467858,28533.0860247677,10267.627820245521,-4521.169480655866
2025-11-10,200000.0,28252.427184466018,17709.1205130642,26998.0861306182,31068.397178886775,30627.260734227817,9140.269517915092,-6193.571259178105
2025-11-17,200000.0,28543.68932038835,18700.324853708295,16911.06917277271,33759.0885573567,29307.270311671648,10625.745923517867,-7466.828139415593
2025-11-24,200000.0,28834.95145631068,19418.83634852104,8503.849829875095,31587.294688058908,29169.58937882457,10634.39299788701,-5332.784699477314
2025-12-01,200000.0,29126.21359223301,19854.17748196108,3759.633175358908,30563.26408602719,28739.016237574022,9047.614085694137,-424.07865884836065
2025-12-08,200000.0,29417.47572815534,20000.0,1363.703909094119,32478.531641737132,28489.637645035913,8840.872398259942,2005.7686777175404
2025-12-15,200000.0,29708.73786407767,19854.17748196108,267.9851431695564,31981.937046767114,28105.656546618644,8576.45058438546,306.85533302044496
2025-12-22,200000.0,30000.0,19418.836348521043,0.0,33553.067194063435,28137.1049135017,7801.161175586708,-4593.209631672886
